LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),"Real estate development initiatives, affordable housing, historic tax credits - Salem",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),"Real estate development initiatives, affordable housing, historic tax credits - Lynn",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),"Real estate development initiatives, affordable housing, historic tax credits - Springfield",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,House Bill,5250,An Act enabling partnerships for growth - Low Income Housing Tax Credit,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),"Real estate development initiatives, affordable housing, historic tax credits - Worcester",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,Senate Bill,2842,An Act enabling partnerships for growth - Low Income Housing Tax Credit,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,House Bill,4263,An Act to promote housing choices,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,Senate Bill,2874,An Act enabling partnerships for growth - Low Income Housing Tax Credit,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,WinnDevelopment Company Limited Partnership,House Bill,4887,An Act enabling partnerships for growth - Low Income Housing Tax Credit,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Pharmaceutical Research and Manufacturers of America, Inc.",Executive,Massachusetts Health Policy Commission (HPC),Reporting and regulatory Review,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Pharmaceutical Research and Manufacturers of America, Inc.",Senate Bill,2874,An Act enabling partnerships for growth - Copay assistance extension,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Pharmaceutical Research and Manufacturers of America, Inc.",Senate Bill,2842,An Act enabling partnerships for growth - Copay assistance extension,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Pharmaceutical Research and Manufacturers of America, Inc.",House Bill,5250,An Act enabling partnerships for growth - Copay assistance extension,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Pharmaceutical Research and Manufacturers of America, Inc.",House Bill,4887,An Act enabling partnerships for growth - Copay assistance extension,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Pharmaceutical Research and Manufacturers of America, Inc.",Senate Bill,2796,An Act Putting Patients First,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,House Bill,3945,An Act reducing plastic bag pollution,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,Senate Bill,2422,An Act relative to plastic bag reduction,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,Senate Bill,1110,An Act relative to the scheduling of employees,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,House Bill,5164,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Real Time Sales Tax",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,Senate Bill,2955,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Real Time Sales Tax",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,Senate Bill,2701,An Act relative to emergency paid sick time,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,Senate Bill,2984,An Act Putting Patients First - Telehealth Services,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,Senate Bill,4,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Real Time Sales Tax",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,Senate Bill,2882,An Act relative to emergency paid sick time,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,House Bill,4871,An Act Putting Patients First - Telehealth Services,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,House Bill,5150,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Real Time Sales Tax",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,House Bill,5151,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Real Time Sales Tax",Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,House Bill,4888,An Act Putting Patients First - Telehealth Services,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Walmart Inc.,Senate Bill,2796,An Act Putting Patients First - Telehealth Services,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,RELX Inc.,Executive,Executive Office of Labor and Workforce Development (EOLWD),Unemployment Insurance Identity Management,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,RELX Inc.,Executive,Executive Office of Health and Human Services (EOHHS),Integrated Eligibility Benefit and Services Solution,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,RELX Inc.,Executive,Massachusetts State Lottery Commission,Business development related to procurement activities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,RELX Inc.,Executive,Department of Unemployment Assistance (DUA) (Executive Office of Labor and Workforce Development),Unemployment Insurance Identity Management,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,RELX Inc.,Executive,Division of Insurance (Executive Office of Health and Human Services),Insurance Modeling,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Vertex Pharmaceuticals, Incorporated",House Bill,4887,An Act enabling partnerships for growth - Copay Assistance extension,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Vertex Pharmaceuticals, Incorporated",Senate Bill,2874,An Act enabling partnerships for growth - Copay Assistance extension,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Vertex Pharmaceuticals, Incorporated",House Bill,5250,An Act enabling partnerships for growth - Copay Assistance extension,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Vertex Pharmaceuticals, Incorporated",Senate Bill,2796,An Act Putting Patients First,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Vertex Pharmaceuticals, Incorporated",Senate Bill,2842,An Act enabling partnerships for growth - Copay Assistance extension,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Deloitte Consulting LLP,House Bill,4932,An Act financing the general governmental infrastructure of the Commonwealth,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Deloitte Consulting LLP,Executive,Executive Office of Labor and Workforce Development (EOLWD),Business Development related to Procurement Activities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Deloitte Consulting LLP,Executive,Executive Office of Transportation and Public Works,Business Development related to Procurement Activities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Deloitte Consulting LLP,Executive,Executive Office of Health and Human Services (EOHHS),Business Development related to Procurement Activities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Deloitte Consulting LLP,Executive,Executive Office for Administration and Finance (ANF),Business Development related to Procurement Activities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Deloitte Consulting LLP,Senate Bill,2790,An Act financing the general governmental infrastructure of the Commonwealth,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Deloitte Consulting LLP,Executive,Department of Mental Health (DMH),Business Development related to Procurement Activities,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Liberty Mutual Insurance Company,Senate Bill,1455,An Act to promote business continuity and recovery after a disaster,Support,$0.00,N//A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Liberty Mutual Insurance Company,Senate Bill,2655,An Act concerning business interruption insurance,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Liberty Mutual Insurance Company,Executive,Division of Insurance (Executive Office of Health and Human Services),Premium Refunds,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Liberty Mutual Insurance Company,Executive,Division of Insurance (Executive Office of Health and Human Services),Business Interruption Insurance,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Liberty Mutual Insurance Company,House Bill,1061,An Act regulating and insuring personal car sharing platforms,Neutral,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,Liberty Mutual Insurance Company,Senate Bill,621,An Act relative to executive compensation for mutual companies,Oppose,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Dental Service of Massachusetts, Inc. d/b/a Delta Dental of Massachusetts",Executive,Division of Insurance (Executive Office of Health and Human Services),Dental provider Personal Protective Equipment and COVID community giving,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Dental Service of Massachusetts, Inc. d/b/a Delta Dental of Massachusetts",Executive,Attorney General's Office (AGO),Dental provider Personal Protective Equipment and COVID community giving,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Dental Service of Massachusetts, Inc. d/b/a Delta Dental of Massachusetts",House Bill,5164,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Earmark funding",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Dental Service of Massachusetts, Inc. d/b/a Delta Dental of Massachusetts",House Bill,5150,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements - Earmark funding",Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Dental Service of Massachusetts, Inc. d/b/a Delta Dental of Massachusetts",Executive,Division of Insurance (Executive Office of Health and Human Services),New provider reimbursement methodology and insurance product approval,Support,$0.00,N/A
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,Robert A Bernstein,"Massachusetts Chief of Police Association, Inc.",House Bill,4860,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color",Oppose,$0.00,N/A
